bid_pbanc_no,bid_pbanc_ord,bid_clsf_no,bid_prgrs_ord,bid_pbanc_nm,bid_pbanc_num,pbanc_stts_cd,pbanc_stts_cd_nm,prcm_bsne_se_cd,prcm_bsne_se_cd_nm,bid_mthd_cd,bid_mthd_cd_nm,std_ctrt_mthd_cd,std_ctrt_mthd_cd_nm,scsbd_mthd_cd,scsbd_mthd_cd_nm,grp_nm,pbanc_pstg_dt,slpr_rcpt_ddln_dt,pbanc_knd_cd,pbanc_knd_cd_nm,pbanc_stts_grid_cd_nm,row_num,tot_cnt,current_page,record_count_per_page,next_row_yn,edoc_no,usr_doc_no_val,pbanc_inst_unty_grp_no,pbanc_pstg_yn,pbanc_dscr_trgt_yn,slpr_rcpt_bgng_yn,slpr_rcpt_ddln_yn,onbs_prnmnt_yn,bid_qlfc_end_yn,pbanc_bfss_yn,bid_pbanc_pgst_cd,bid_pbanc_pgst_cd_nm,sfbr_slctn_ord,sfbr_slctn_rslt_cd,doc_sbmsn_ddln_dt,cvln_qlem_crtr_no,cvln_qlem_pgst_cd,objtdmd_term_dt,bdng_amt_yn_nm,slpr_rcpt_ddln_dt1
R26BK01319157,000,0,000,미술장식품 설치 업체 선정 입찰공고,R26BK01319157000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,반포아파트(제3주구)주택재건축정비사업조합,2026-02-05 13:45:00,2026-02-13 14:00:00,공440002,실공고,입찰개시,117,49943,2,100,True,제2026-06호,제2026-06호,IN0100000073725,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01319117,000,0,000,세화고 남단도로 도시계획시설 결정을 위한 교통영향평가 업체 선정 입찰공고,R26BK01319117000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,반포아파트(제3주구)주택재건축정비사업조합,2026-02-05 13:40:00,2026-02-13 14:00:00,공440002,실공고,입찰개시,118,49943,2,100,True,제2026-05호,제2026-05호,IN0100000073725,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01278185,003,0,000,둔산지구 통합11구역 재건축정비사업 도시계획건축설계 컨소시엄 업체 선정 입찰 공고,R26BK01278185003,공400003,취소공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,국화단지재건축추진준비위원회,2026-02-05 13:31:00,2026-02-06 11:00:00,공440002,실공고,입찰개시,119,49943,2,100,True,제2026-02호,제2026-02호,IN0000000013667,True,True,True,True,True,True,True,입160003,,,,,202412260183,민020000,,,
R26BK01319009,000,1,000,더케이제주호텔 청소장비 구매,R26BK01319009000,공400001,등록공고,조070001,물품,입180002,전자입찰,계030001,일반경쟁,낙030021,최저가낙찰제,더케이제주호텔(주),2026-02-05 13:19:00,2026-02-13 14:00:00,공440002,실공고,입찰개시,120,49943,2,100,True,총무구메-42,총무구메-42,IN0100000090627,True,False,False,False,False,False,False,입160003,,,,,,,,,
R26BK01318827,000,0,000,설계자 선정 입찰공고,R26BK01318827000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,종암8구역 주택정비형 재개발사업 조합설립추진위원회,2026-02-05 13:17:00,2026-02-24 15:00:00,공440002,실공고,입찰개시,121,49943,2,100,True,종암8구역추진위공고제226-02-02호,종암8구역추진위공고제226-02-02호,IN0000000014009,True,False,False,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01318802,000,0,000,정비사업전문관리업자 선정 입찰공고,R26BK01318802000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,종암8구역 주택정비형 재개발사업 조합설립추진위원회,2026-02-05 13:17:00,2026-02-24 15:00:00,공440002,실공고,입찰개시,122,49943,2,100,True,종암8구역추진위공고제2026-02-01호,종암8구역추진위공고제2026-02-01호,IN0000000014009,True,True,False,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01299272,001,0,000,승강기  리모델링공사,R26BK01299272001,공400003,취소공고,조070004,공사,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,여의도 롯데캐슬 엠파이어 상가 관리단,2026-02-05 13:04:00,2026-02-13 10:00:00,공440002,실공고,입찰개시,123,49943,2,100,True,여엠상260127-1,여엠상260127-1,IN0000000013796,True,True,False,False,False,False,True,입160003,,,,,,,,,
R26BK01316823,001,0,000,변호사_청산금 등 소송수행 용역 선정 입찰공고,R26BK01316823001,공400002,변경공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,영등주공1단지아파트 재건축정비사업조합,2026-02-05 10:35:00,2026-02-25 14:00:00,공440002,실공고,입찰개시,124,49943,2,100,True,2026-0204-01호,2026-0204-01호,IN0100000091731,True,False,True,False,False,False,False,입160003,,,,,202412261300,민020000,,,
R26BK01317630,000,0,000,심곡동 도원아파트 가로주택정비사업조합 명도소송 및 매도청구 관련 업무를 위한 변호사 선정 입찰공고,R26BK01317630000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,심곡동도원아파트가로주택정비사업조합,2026-02-05 10:25:00,2026-02-12 16:00:00,공440002,실공고,입찰개시,125,49943,2,100,True,제2026-02-05호,제2026-02-05호,IN0100000130074,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01317476,000,0,000,관양동 현대아파트 관리처분계획 타당성검증 대행용역 업체 선정 입찰공고,R26BK01317476000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,관양동현대아파트지구재건축정비사업조합,2026-02-05 09:27:00,2026-02-13 10:00:00,공440002,실공고,입찰개시,126,49943,2,100,True,관양동현대아파트지구재건축정비사업조합공고제2026-3호,관양동현대아파트지구재건축정비사업조합공고제2026-3호,IN0100000104262,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01317753,000,0,000,하남쁘띠린 미화 용역 업체 선정 입찰 공고,R26BK01317753000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,(주)대현종합관리,2026-02-04 20:50:00,2026-02-09 17:00:00,공440002,실공고,입찰개시,127,49943,2,100,True,DH-202602,DH-202602,IN0100000128396,True,False,True,True,True,True,False,입160003,,,,,202412260610,민020000,,,
R26BK01317749,000,0,000,하남쁘띠린 경비 용역업체 선정 입찰 공고,R26BK01317749000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,(주)대현종합관리,2026-02-04 20:48:00,2026-02-09 17:00:00,공440002,실공고,입찰개시,128,49943,2,100,True,DH-202601,DH-202601,IN0100000128396,True,False,True,True,True,True,False,입160003,,,,,202412260610,민020000,,,
R26BK01317733,001,0,000,하남쁘띠린 경비용역업체 선정 입찰 공고,R26BK01317733001,공400003,취소공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,(주)대현종합관리,2026-02-04 20:45:00,2026-02-09 17:00:00,공440002,실공고,입찰개시,129,49943,2,100,True,dh-202601,dh-202601,IN0100000128396,True,False,True,True,True,True,False,입160003,,,,,202412260610,민020000,,,
R26BK01311480,000,0,000,승강기 리모델링 공사,R26BK01311480000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,여의도 롯데캐슬 엠파이어 상가 관리단,2026-02-04 18:07:00,2026-02-24 17:00:00,공440002,실공고,입찰개시,130,49943,2,100,True,여엠상260203-1,여엠상260203-1,IN0000000013796,True,True,False,False,False,False,False,입160003,,,,,,,,,
R26BK01317310,000,0,000,영동한양빌라 가로주택정비사업 협력업체 PM 선정을 위한 입찰 2차 공고,R26BK01317310000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,"영동,한양빌라가로주택정비사업조합",2026-02-04 17:47:00,2026-02-19 10:00:00,공440002,실공고,입찰개시,131,49943,2,100,True,공고제2026-02-04호,공고제2026-02-04호,IN0000000003621,True,True,True,False,False,False,False,입160003,,,,,202412261288,민020000,,,
R26BK01317281,001,0,000,한국전력기술 사옥 시설물 정밀안전진단 용역,R26BK01317281001,공400002,변경공고,조070002,용역,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,한전기술서비스 주식회사,2026-02-04 17:43:00,2026-02-12 14:00:00,공440002,실공고,입찰개시,132,49943,2,100,True,M042664,M042664,IN0100000106069,True,False,True,False,False,False,False,입160003,,,,,,,,,
R26BK01317308,000,0,000,서봉덕 주택재개발정비사업 세무회계 용역 입찰공고,R26BK01317308000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,서봉덕 주택재개발 정비사업조합,2026-02-04 17:22:00,2026-02-12 14:00:00,공440002,실공고,입찰개시,133,49943,2,100,True,서봉덕주택재개발정비사업조합공고제2026-05호,서봉덕주택재개발정비사업조합공고제2026-05호,IN0100000088303,True,False,True,False,False,False,False,입160003,,,,,202412261304,민020000,,,
R26BK01317286,000,0,000,서봉덕 재개발정비사업 건설폐기물 운반 및 처리용역,R26BK01317286000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,서봉덕 주택재개발 정비사업조합,2026-02-04 17:16:00,2026-02-12 14:00:00,공440002,실공고,입찰개시,134,49943,2,100,True,서봉덕주택재개발정비사업조합공고제2026-04호,서봉덕주택재개발정비사업조합공고제2026-04호,IN0100000088303,True,False,True,False,False,False,False,입160003,,,,,202412261301,민020000,,,
R26BK01317255,000,0,000,서봉덕 재개발정비사업 토양오염 정화용역,R26BK01317255000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,서봉덕 주택재개발 정비사업조합,2026-02-04 17:11:00,2026-02-12 14:00:00,공440002,실공고,입찰개시,135,49943,2,100,True,서봉덕주택재개발정비사업조합공고제2026-03호,서봉덕주택재개발정비사업조합공고제2026-03호,IN0100000088303,True,False,True,False,False,False,False,입160003,,,,,202412261303,민020000,,,
R26BK01317242,000,0,000,서봉덕 재개발정비사업 매립토 선별 및 처리용역 입찰공고,R26BK01317242000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,서봉덕 주택재개발 정비사업조합,2026-02-04 17:07:00,2026-02-12 14:00:00,공440002,실공고,입찰개시,136,49943,2,100,True,서봉덕주택재개발정비사업조합공고제2026-02호,서봉덕주택재개발정비사업조합공고제2026-02호,IN0100000088303,True,False,True,False,False,False,False,입160003,,,,,202412261302,민020000,,,
R26BK01316249,000,1,000,청량리 롯데캐슬 하이루체 조합보유분 상가 매각 입찰공고,R26BK01316249000,공400001,등록공고,조070001,물품,입180001,직찰,계030001,일반경쟁,낙030027,최고가,청량리제7구역주택재개발정비사업조합,2026-02-04 17:03:00,,공440002,실공고,입찰개시,137,49943,2,100,True,청량리제7구역주택재개발정비사업조합제2026-02호,청량리제7구역주택재개발정비사업조합제2026-02호,IN0100000102018,True,False,True,True,False,False,False,입160003,,,,,,,,,
R26BK01316036,001,0,000,공성농협 농산물유통센터 신축공사 - 소방,R26BK01316036001,공400002,변경공고,조070004,공사,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,공성농업협동조합,2026-02-04 16:55:00,2026-02-24 14:00:00,공440002,실공고,입찰개시,138,49943,2,100,True,공성농협공고제2026-5호,공성농협공고제2026-5호,IN0100000092695,True,False,True,False,False,False,False,입160003,,,,,,,,,
R26BK01316069,001,0,000,공성농협 농산물유통센터 신축공사 - 전기,R26BK01316069001,공400002,변경공고,조070004,공사,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,공성농업협동조합,2026-02-04 16:52:00,2026-02-24 14:00:00,공440002,실공고,입찰개시,139,49943,2,100,True,공성농협공고제2026-4호,공성농협공고제2026-4호,IN0100000092695,True,False,True,False,False,False,False,입160003,,,,,,,,,
R26BK01316110,001,0,000,공성농협 농산물유통센터 신축공사 - 냉동설비,R26BK01316110001,공400002,변경공고,조070004,공사,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,공성농업협동조합,2026-02-04 16:51:00,2026-02-24 14:00:00,공440002,실공고,입찰개시,140,49943,2,100,True,공성농협공고제2026-6호,공성농협공고제2026-6호,IN0100000092695,True,False,True,False,False,False,False,입160003,,,,,,,,,
R26BK01315894,001,0,000,"공성농협 농산물유통센터 신축공사 건축, 토목, 기계설비",R26BK01315894001,공400002,변경공고,조070004,공사,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,공성농업협동조합,2026-02-04 16:48:00,2026-02-24 14:00:00,공440002,실공고,입찰개시,141,49943,2,100,True,공성농협공고제2026-3호,공성농협공고제2026-3호,IN0100000092695,True,False,True,False,False,False,False,입160003,,,,,,,,,
R26BK01317083,000,0,000,분양대행-광고포함 선정 입찰,R26BK01317083000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,국도연립가로주택정비사업조합,2026-02-04 16:37:00,2026-02-11 15:00:00,공440002,실공고,입찰개시,142,49943,2,100,True,2026-01,2026-01,IN0100000106961,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01317077,000,0,000,중촌시영구역 세무회계업체 선정 입찰공고,R26BK01317077000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,중촌시영구역 재건축사업 조합설립추진위원회,2026-02-04 16:33:00,2026-02-11 14:00:00,공440002,실공고,입찰개시,143,49943,2,100,True,2026-04,2026-04,IN0000000014048,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01316933,000,0,000,"소규모 지하안전평가 및 도시철도 안전영향평가, 지하보도 출입구 연장 및 도시철도 연결통로 실시설계 용역 입찰 공고",R26BK01316933000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,괴정5구역주택재개발정비사업조합,2026-02-04 16:09:00,2026-02-23 18:00:00,공440002,실공고,입찰개시,144,49943,2,100,True,제2026-0204-08호,제2026-0204-08호,IN0100000087601,True,True,False,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01316902,000,0,000,교통영향평가 용역 입찰 공고,R26BK01316902000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,괴정5구역주택재개발정비사업조합,2026-02-04 16:04:00,2026-02-23 17:00:00,공440002,실공고,입찰개시,145,49943,2,100,True,제2026-0204-07호,제2026-0204-07호,IN0100000087601,True,True,False,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01316893,000,0,000,2026년 노사관계 전문교육 과정 국외연수 위탁운영,R26BK01316893000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,서울특별시투자출연기관노사정협의회,2026-02-04 16:04:00,2026-02-19 16:00:00,공440002,실공고,입찰개시,146,49943,2,100,True,서울특별시투자출연기관노사정협의회공고제2026-1호,서울특별시투자출연기관노사정협의회공고제2026-1호,IN0100000113829,True,False,True,False,False,False,False,입160003,,,,,,,,,
R26BK01316879,000,0,000,소규모 환경영향평가 및 재해영향평가 용역 입찰 공고,R26BK01316879000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,괴정5구역주택재개발정비사업조합,2026-02-04 16:01:00,2026-02-23 16:00:00,공440002,실공고,입찰개시,147,49943,2,100,True,제2026-0204-06호,제2026-0204-06호,IN0100000087601,True,True,False,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01316861,000,0,000,경관 설계 용역 입찰 공고,R26BK01316861000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,괴정5구역주택재개발정비사업조합,2026-02-04 15:58:00,2026-02-23 15:00:00,공440002,실공고,입찰개시,148,49943,2,100,True,제2026-0204-05호,제2026-0204-05호,IN0100000087601,True,True,False,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01316514,000,0,000,하안주공9단지 재건축사업 감정평가법인등 선정 입찰공고,R26BK01316514000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,교보자산신탁(주),2026-02-04 15:56:00,2026-02-13 15:30:00,공440002,실공고,입찰개시,149,49943,2,100,True,하안주공9공고제2026-03호,하안주공9공고제2026-03호,IN0100000104853,True,False,True,False,False,False,False,입160003,,,,,202412261248,민020000,,,
R26BK01316609,000,0,000,하안주공9단지 재건축사업 세무·회계법인 선정 입찰공고,R26BK01316609000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,교보자산신탁(주),2026-02-04 15:55:00,2026-02-13 16:30:00,공440002,실공고,입찰개시,150,49943,2,100,True,하안주공9공고공고제2026-04호,하안주공9공고공고제2026-04호,IN0100000104853,True,False,True,False,False,False,False,입160003,,,,,202412261248,민020000,,,
R26BK01316801,000,0,000,안양8동 행정복지센터 주변 재개발사업 조합설립추진위원회 정비사업전문관리업자 선정 입찰 공고,R26BK01316801000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,안양8동 행정복지센터 주변 재개발사업 조합설립추진위원회,2026-02-04 15:53:00,2026-02-25 15:00:00,공440002,실공고,입찰개시,151,49943,2,100,True,제2026-05호,제2026-05호,IN0000000013974,True,True,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01316718,000,0,000,시흥동 933번지일대가로주택정비사업 시공자 선정 입찰 공고,R26BK01316718000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,시흥동933번지일대가로주택정비사업조합,2026-02-04 15:53:00,2026-03-06 14:00:00,공440002,실공고,입찰개시,152,49943,2,100,True,제260204-1호,제260204-1호,IN0000000000401,True,True,True,False,False,False,False,입160003,,,,,,,,,
R26BK01316816,000,0,000,친환경 및 교육환경 심의 용역 입찰 공고,R26BK01316816000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,괴정5구역주택재개발정비사업조합,2026-02-04 15:51:00,2026-02-23 14:00:00,공440002,실공고,입찰개시,153,49943,2,100,True,제2026-0204-04호,제2026-0204-04호,IN0100000087601,True,True,False,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01316765,000,0,000,흙막이 설계 용역 입찰 공고,R26BK01316765000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,괴정5구역주택재개발정비사업조합,2026-02-04 15:44:00,2026-02-23 12:00:00,공440002,실공고,입찰개시,154,49943,2,100,True,제2026-0204-03호,제2026-0204-03호,IN0100000087601,True,True,False,False,False,False,False,입160003,,,,,202412260183,민020000,,,
T26BK01307474,000,0,000,2026년 노사관계 전문교육 과정 국외연수 위탁운영,T26BK01307474000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,서울특별시투자출연기관노사정협의회,2026-02-04 15:43:00,2026-02-19 16:00:00,공440001,모의공고,입찰개시,155,49943,2,100,True,서울특별시투자출연기관노사정협의회공고제2026-01호,서울특별시투자출연기관노사정협의회공고제2026-01호,IN0100000113829,True,False,True,False,False,False,False,입160003,,,,,,,,,
R26BK01316692,000,0,000,안양8동 행정복지센터 주변 재개발사업 조합설립추진위원회 건축 설계자 선정 입찰 공고,R26BK01316692000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,안양8동 행정복지센터 주변 재개발사업 조합설립추진위원회,2026-02-04 15:41:00,2026-02-25 14:00:00,공440002,실공고,입찰개시,156,49943,2,100,True,제2026-04호,제2026-04호,IN0000000013974,True,True,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01316737,000,0,000,Tank Farm 50 Area 설비개선공사,R26BK01316737000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030002,지명경쟁,낙030001,적격심사제,오일허브코리아 여수 주식회사,2026-02-04 15:40:00,2026-02-12 16:00:00,공440002,실공고,입찰개시,157,49943,2,100,True,오일허브코리아여수공고제2026-02호,오일허브코리아여수공고제2026-02호,IN0100000074099,True,True,True,False,False,False,True,입160003,,,,,202412260183,민020000,,,
R26BK01316726,000,0,000,소방·전기·통신 설계 및 사전재난영향성 검토 용역 입찰 공고,R26BK01316726000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,괴정5구역주택재개발정비사업조합,2026-02-04 15:37:00,2026-02-23 11:00:00,공440002,실공고,입찰개시,158,49943,2,100,True,제2026-0204-02호,제2026-0204-02호,IN0100000087601,True,True,False,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01316423,001,0,000,세무·회계업체 선정 입찰공고,R26BK01316423001,공400003,취소공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,중촌시영구역 재건축사업 조합설립추진위원회,2026-02-04 15:24:00,2026-02-11 14:00:00,공440002,실공고,입찰개시,159,49943,2,100,True,2026-04,2026-04,IN0000000014048,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01315733,000,0,000,신길역세권 재개발정비사업 시공자 선정 재 입찰공고,R26BK01315733000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,신길역세권 재개발정비사업조합,2026-02-04 15:19:00,2026-03-31 14:00:00,공440002,실공고,입찰개시,160,49943,2,100,True,신길역세권재개발정비사업조합공고제2026-10호,신길역세권재개발정비사업조합공고제2026-10호,IN0100000094699,True,True,False,False,False,False,False,입160003,,,,,,,,,
R26BK01316621,000,0,000,설계자 용역 입찰 공고,R26BK01316621000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,괴정5구역주택재개발정비사업조합,2026-02-04 15:19:00,2026-02-23 10:00:00,공440002,실공고,입찰개시,161,49943,2,100,True,제2026-0204-01호,제2026-0204-01호,IN0100000087601,True,True,False,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01316470,000,0,000,KAI 본사 및 산청사업장 환경시설 보수 공사,R26BK01316470000,공400001,등록공고,조070004,공사,입180001,직찰,계030003,제한경쟁,낙030021,최저가낙찰제,한국항공우주산업주식회사,2026-02-04 14:51:00,,공440002,실공고,입찰개시,162,49943,2,100,True,한항2026-004,한항2026-004,IN0100000086382,True,True,True,True,False,False,False,입160003,,,,,,,,,
R26BK01315172,001,0,000,낙민1구역 가로주택정비사업 전기·소방·정보통신공사 감리 용역 선정 입찰공고,R26BK01315172001,공400002,변경공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,낙민1구역 가로주택정비사업조합,2026-02-04 14:38:00,2026-02-12 14:00:00,공440002,실공고,입찰개시,163,49943,2,100,True,낙민1구역가로주택정비사업조합공고제2026-04호,낙민1구역가로주택정비사업조합공고제2026-04호,IN0100000115410,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01316372,000,0,000,정비사업전문관리업자 선정 입찰공고,R26BK01316372000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,중촌시영구역 재건축사업 조합설립추진위원회,2026-02-04 14:33:00,2026-02-11 14:00:00,공440002,실공고,입찰개시,164,49943,2,100,True,2026-03,2026-03,IN0000000014048,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01316310,000,0,000,설계자 선정 입찰공고,R26BK01316310000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,중촌시영구역 재건축사업 조합설립추진위원회,2026-02-04 14:25:00,2026-02-11 14:00:00,공440002,실공고,입찰개시,165,49943,2,100,True,2026-02,2026-02,IN0000000014048,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01316044,000,0,000,압구정아파트지구 특별계획구역4 시공자 선정 입찰 공고,R26BK01316044000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,압구정아파트지구 특별계획구역4 재건축정비사업조합,2026-02-04 13:39:00,2026-03-30 14:00:00,공440002,실공고,입찰개시,166,49943,2,100,True,제2026-02-02호,제2026-02-02호,IN0000000012296,True,True,False,False,False,False,False,입160003,,,,,,,,,
R26BK01315984,000,0,000,능곡5구역 정비기반시설 공사감리 용역업체 선정 입찰 공고,R26BK01315984000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,능곡5구역 주택재개발정비사업조합,2026-02-04 13:31:00,2026-02-20 14:00:00,공440002,실공고,입찰개시,167,49943,2,100,True,능곡5제2026-02호,능곡5제2026-02호,IN0100000111065,True,True,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01315893,000,0,000,능곡5구역 정비기반시설 공사업체 선정 입찰공고,R26BK01315893000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,능곡5구역 주택재개발정비사업조합,2026-02-04 13:19:00,2026-02-20 14:00:00,공440002,실공고,입찰개시,168,49943,2,100,True,능곡5제2026-01,능곡5제2026-01,IN0100000111065,True,True,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01315764,000,0,000,신흥1구역 재개발정비사업 토지등소유자 분양신청 업무대행 업체 선정을 위한 입찰공고,R26BK01315764000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,신흥1구역 재개발사업 주민대표회의,2026-02-04 12:49:00,2026-02-10 14:00:00,공440002,실공고,입찰개시,169,49943,2,100,True,신흥1구역재개발사업주민대표회의공고제2026-01호,신흥1구역재개발사업주민대표회의공고제2026-01호,IN0100000112526,True,False,True,False,False,True,False,입160003,,,,,,,,,
R26BK01315746,000,0,000,시공자 선정 입찰공고,R26BK01315746000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,미림 가로주택정비사업조합,2026-02-04 12:09:00,2026-03-05 11:00:00,공440002,실공고,입찰개시,170,49943,2,100,True,미림가로주택정비사업조합공고제2026-001호,미림가로주택정비사업조합공고제2026-001호,IN0000000012818,True,True,False,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01315709,000,0,000,"주택도시보증공사HUG 이주비,사업비 대출보증 행정대행용역 선정 입찰공고",R26BK01315709000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,대도연립소규모재건축사업조합,2026-02-04 11:46:00,2026-02-11 15:00:00,공440002,실공고,입찰개시,171,49943,2,100,True,대도연립소규모재건축사업조합공고제2026-02호,대도연립소규모재건축사업조합공고제2026-02호,IN0100000091166,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01315622,000,0,000,석면농도측정용역,R26BK01315622000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,우동3구역 주택재개발정비사업조합,2026-02-04 11:23:00,2026-02-12 12:00:00,공440002,실공고,입찰개시,172,49943,2,100,True,20260204-2,20260204-2,IN0100000089592,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01315595,000,0,000,건축물해체계획서 작성용역,R26BK01315595000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,우동3구역 주택재개발정비사업조합,2026-02-04 11:23:00,2026-02-12 11:30:00,공440002,실공고,입찰개시,173,49943,2,100,True,20260204-1,20260204-1,IN0100000089592,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
