bid_pbanc_no,bid_pbanc_ord,bid_clsf_no,bid_prgrs_ord,bid_pbanc_nm,bid_pbanc_num,pbanc_stts_cd,pbanc_stts_cd_nm,prcm_bsne_se_cd,prcm_bsne_se_cd_nm,bid_mthd_cd,bid_mthd_cd_nm,std_ctrt_mthd_cd,std_ctrt_mthd_cd_nm,scsbd_mthd_cd,scsbd_mthd_cd_nm,pbanc_inst_unty_grp_no,pbanc_inst_unty_grp_no_nm,grp_nm,bid_blff_id,bid_blff_id_nm,ibx_onbs_prnmnt_dt,ibx_onbs_dt,edoc_no,usr_doc_no_val
T26BK01307474,000,0,000,2026년 노사관계 전문교육 과정 국외연수 위탁운영,T26BK01307474000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000113829,서울특별시투자출연기관노사정협의회,,UN00000341130,고세영,2026-02-25 18:00:00,,서울특별시투자출연기관노사정협의회공고제2026-01호,서울특별시투자출연기관노사정협의회공고제2026-01호
R26BK01316692,000,0,000,안양8동 행정복지센터 주변 재개발사업 조합설립추진위원회 건축 설계자 선정 입찰 공고,R26BK01316692000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000013974,안양8동 행정복지센터 주변 재개발사업 조합설립추진위원회,,UN00000571369,이양례,2026-02-25 16:00:00,,제2026-04호,제2026-04호
R26BK01316737,000,0,000,Tank Farm 50 Area 설비개선공사,R26BK01316737000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030002,지명경쟁,낙030001,적격심사제,IN0100000074099,오일허브코리아 여수 주식회사,,CM011712G0001,윤상훈,2026-02-12 17:00:00,,오일허브코리아여수공고제2026-02호,오일허브코리아여수공고제2026-02호
R26BK01316726,000,0,000,소방·전기·통신 설계 및 사전재난영향성 검토 용역 입찰 공고,R26BK01316726000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000087601,괴정5구역주택재개발정비사업조합,,UN00000130840,서태영,2026-02-23 12:00:00,,제2026-0204-02호,제2026-0204-02호
R26BK01316423,001,0,000,세무·회계업체 선정 입찰공고,R26BK01316423001,공400003,취소공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014048,중촌시영구역 재건축사업 조합설립추진위원회,,UN00000575688,김종규,2026-02-11 15:00:00,,2026-04,2026-04
R26BK01315733,000,0,000,신길역세권 재개발정비사업 시공자 선정 재 입찰공고,R26BK01315733000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000094699,신길역세권 재개발정비사업조합,,CM032509G0001,이정민,2026-03-31 15:00:00,,신길역세권재개발정비사업조합공고제2026-10호,신길역세권재개발정비사업조합공고제2026-10호
R26BK01316621,000,0,000,설계자 용역 입찰 공고,R26BK01316621000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000087601,괴정5구역주택재개발정비사업조합,,UN00000130840,서태영,2026-02-23 11:00:00,,제2026-0204-01호,제2026-0204-01호
R26BK01316470,000,0,000,KAI 본사 및 산청사업장 환경시설 보수 공사,R26BK01316470000,공400001,등록공고,조070004,공사,입180001,직찰,계030003,제한경쟁,낙030021,최저가낙찰제,IN0100000086382,한국항공우주산업주식회사,,CM023357G0002,홍현민,2026-02-23 12:00:00,,한항2026-004,한항2026-004
R26BK01315172,001,0,000,낙민1구역 가로주택정비사업 전기·소방·정보통신공사 감리 용역 선정 입찰공고,R26BK01315172001,공400002,변경공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000115410,낙민1구역 가로주택정비사업조합,,CM053522G0001,최상목,2026-02-12 15:00:00,,낙민1구역가로주택정비사업조합공고제2026-04호,낙민1구역가로주택정비사업조합공고제2026-04호
R26BK01316372,000,0,000,정비사업전문관리업자 선정 입찰공고,R26BK01316372000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014048,중촌시영구역 재건축사업 조합설립추진위원회,,UN00000575688,김종규,2026-02-11 15:00:00,,2026-03,2026-03
R26BK01316310,000,0,000,설계자 선정 입찰공고,R26BK01316310000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014048,중촌시영구역 재건축사업 조합설립추진위원회,,UN00000575688,김종규,2026-02-11 15:00:00,,2026-02,2026-02
R26BK01316044,000,0,000,압구정아파트지구 특별계획구역4 시공자 선정 입찰 공고,R26BK01316044000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,IN0000000012296,압구정아파트지구 특별계획구역4 재건축정비사업조합,,UN00000238109,김재호,2026-03-30 15:00:00,,제2026-02-02호,제2026-02-02호
R26BK01315984,000,0,000,능곡5구역 정비기반시설 공사감리 용역업체 선정 입찰 공고,R26BK01315984000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000111065,능곡5구역 주택재개발정비사업조합,,UN00000375221,윤만석,2026-02-20 15:00:00,,능곡5제2026-02호,능곡5제2026-02호
R26BK01315893,000,0,000,능곡5구역 정비기반시설 공사업체 선정 입찰공고,R26BK01315893000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000111065,능곡5구역 주택재개발정비사업조합,,UN00000375221,윤만석,2026-02-20 15:00:00,,능곡5제2026-01,능곡5제2026-01
R26BK01315764,000,0,000,신흥1구역 재개발정비사업 토지등소유자 분양신청 업무대행 업체 선정을 위한 입찰공고,R26BK01315764000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000112526,신흥1구역 재개발사업 주민대표회의,,UN00000431645,윤경식,2026-02-11 14:00:00,,신흥1구역재개발사업주민대표회의공고제2026-01호,신흥1구역재개발사업주민대표회의공고제2026-01호
R26BK01315746,000,0,000,시공자 선정 입찰공고,R26BK01315746000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000012818,미림 가로주택정비사업조합,,UN00000514374,김경화,2026-03-05 12:00:00,,미림가로주택정비사업조합공고제2026-001호,미림가로주택정비사업조합공고제2026-001호
R26BK01315709,000,0,000,"주택도시보증공사HUG 이주비,사업비 대출보증 행정대행용역 선정 입찰공고",R26BK01315709000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000091166,대도연립소규모재건축사업조합,,UN00000167955,이준호,2026-02-11 16:00:00,,대도연립소규모재건축사업조합공고제2026-02호,대도연립소규모재건축사업조합공고제2026-02호
R26BK01315622,000,0,000,석면농도측정용역,R26BK01315622000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000089592,우동3구역 주택재개발정비사업조합,,UN00000249431,한정구,2026-02-12 16:00:00,,20260204-2,20260204-2
R26BK01315595,000,0,000,건축물해체계획서 작성용역,R26BK01315595000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000089592,우동3구역 주택재개발정비사업조합,,UN00000249431,한정구,2026-02-12 15:30:00,,20260204-1,20260204-1
R26BK01315556,000,1,000,2026년 대구센터 CT 입찰 재공고,R26BK01315556000,공400001,등록공고,조070001,물품,입180001,직찰,계030001,일반경쟁,낙030021,최저가낙찰제,IN0100000083764,(재)한국의학연구소,,UN00000158694,김은정,2026-02-11 10:00:00,,구매입찰2026-0004,구매입찰2026-0004
R26BK01315527,000,0,000,용호3구역 재건축정비사업조합 감정평가법인등 선정 입찰공고,R26BK01315527000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000011267,용호3구역 재건축정비사업조합,,CM065232G0001,이수형,2026-02-13 15:00:00,,용호3구역재건축정비사업조합공고제2026-04호,용호3구역재건축정비사업조합공고제2026-04호
R26BK01315257,000,0,000,DB프로미 농구단 콘텐츠 제작 인프라 구축 3차재공고,R26BK01315257000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000076349,디비손해보험(주),,UN00000392813,모규화,2026-02-19 13:00:00,,20260204,20260204
R26BK01314604,000,0,000,응봉대림2차아파트 재건축정비사업 도시계획업체 선정 입찰공고,R26BK01314604000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000002772,응봉대림2차아파트 재건축추진준비위원회,,UN00000376625,마재소,2026-02-13 17:00:00,,응봉대림2차아파트재건축추진준비위원회공고제2026-01호,응봉대림2차아파트재건축추진준비위원회공고제2026-01호
R26BK01314861,000,0,000,건축물정밀안전진단내진성능평가 포함,R26BK01314861000,공400001,등록공고,조070002,용역,입180001,직찰,계030001,일반경쟁,낙030021,최저가낙찰제,IN0100000089793,대륭테크노타운17차관리단운영위원회,,UN00000263478,정승호,2026-03-03 11:00:00,,DRT17-01,DRT17-01
R26BK01314253,000,0,000,더케이제주호텔 청소미화·기물·직원식당 관리용역,R26BK01314253000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000090627,더케이제주호텔(주),,UN00000258107,오제호,2026-03-06 15:00:00,,인사관리-31,인사관리-31
R26BK01314212,000,0,000,더케이제주호텔 객실·스포츠센터 관리용역,R26BK01314212000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000090627,더케이제주호텔(주),,UN00000258107,오제호,2026-03-06 15:00:00,,인사관리-32,인사관리-32
R26BK01314048,000,0,000,외부회계감사 업체선정 입찰공고,R26BK01314048000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030021,최저가낙찰제,IN0100000102471,상남아크로타워관리단대표위원회,,UN00000250947,진인옥,2026-02-10 11:00:00,,입찰공고-01,입찰공고-01
R26BK01313866,000,0,000,설계자 선정을 위한 입찰 공고,R26BK01313866000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000111028,수안동반도보라맨션소규모재건축정비사업조합,,UN00000288230,김규리,2026-02-23 15:00:00,,공고제2026-03호,공고제2026-03호
R26BK01313941,000,0,000,평택1구역 재개발사업 호텔기술지도업체 선정 입찰공고,R26BK01313941000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000001676,평택1구역재개발정비사업조합,,UN00000347510,강정현,2026-02-11 13:00:00,,평택1구역공고제2026-0203-04호,평택1구역공고제2026-0203-04호
R26BK01311381,001,0,000,일산 문촌6구역문촌14.15.18.19단지 도시계획업체 선정 입찰공고,R26BK01311381001,공400002,변경공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014008,문촌6구역(문촌14.15.18.19단지)주민대표단,,UN00000572745,정명일,2026-02-10 17:00:00,,일산문촌6구역주민대표단공고제2026-02호,일산문촌6구역주민대표단공고제2026-02호
R26BK01313913,000,0,000,평택1구역 재개발사업 소방시설공사 협력업체 선정 입찰공고,R26BK01313913000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000001676,평택1구역재개발정비사업조합,,UN00000347510,강정현,2026-02-19 13:00:00,,평택1구역공고제2026-0203-03호,평택1구역공고제2026-0203-03호
R26BK01313338,000,0,000,전력용 변압기 정밀점검 공사,R26BK01313338000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,IN0100000127694,신평택발전(주),,CM063753G0001,김영호,2026-02-12 16:00:00,,26-016,26-016
R26BK01313881,000,0,000,평택1구역 재개발사업 친환경설계 및 인증 협력업체 선정 입찰 공고,R26BK01313881000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000001676,평택1구역재개발정비사업조합,,UN00000347510,강정현,2026-02-11 13:00:00,,평택1구역공고제2026-0203-02호,평택1구역공고제2026-0203-02호
R26BK01313807,000,0,000,평택1구역 재개발사업 경관심의 협력업체 선정 입찰공고,R26BK01313807000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000001676,평택1구역재개발정비사업조합,,UN00000347510,강정현,2026-02-11 13:00:00,,평택1구역공고제2026-0203-01호,평택1구역공고제2026-0203-01호
R26BK01313701,000,0,000,여의도 한양아파트 재건축사업 건설사업관리 CM 용역업체 선정 입찰공고,R26BK01313701000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000091973,케이비부동산신탁(주),,UN00000178823,박종두,2026-02-13 13:00:00,,케이비부동산신탁2026-01,케이비부동산신탁2026-01
R26BK01311340,001,0,000,일산 문촌6구역문촌14.15.18.19단지 통합재건축 사업 우선협상대상자 예비신탁사 선정 입찰 공고,R26BK01311340001,공400002,변경공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014008,문촌6구역(문촌14.15.18.19단지)주민대표단,,UN00000572745,정명일,2026-02-10 17:00:00,,일산문촌6구역주민대표단공고제2026-01호,일산문촌6구역주민대표단공고제2026-01호
R26BK01313496,000,0,000,슬러지자원화2·3단계시설 FRTO 유지보수 공사,R26BK01313496000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030002,지명경쟁,낙030021,최저가낙찰제,IN0100000096513,그린에너지개발주식회사,,UN00000178872,이민우,2026-02-10 12:00:00,,그린제2026-03호,그린제2026-03호
R26BK01313481,000,0,000,소내 정비편의시설 설치공사,R26BK01313481000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,IN0100000090984,동두천드림파워（주）,,CM028326G0001,김진호,2026-02-12 17:00:00,,260203,260203
R26BK01300833,001,0,000,광신대교 첨가배관 보수공사 감리용역,R26BK01300833001,공400002,변경공고,조070002,용역,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,IN0100000115042,(주)해양에너지,,UN00000113326,이동현,2026-02-06 11:00:00,2026-02-06 11:44:00,해양에너지-0059,해양에너지-0059
R26BK01313271,000,0,000,재공고-26년 이라크 방산전시회 IQDEX 전시업체 선정,R26BK01313271000,공400001,등록공고,조070002,용역,입180001,직찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000086382,한국항공우주산업주식회사,,UN00000192397,김재호,2026-02-20 13:00:00,,K-260203-001,K-260203-001
R26BK01305007,001,0,000,방배우성아파트 재건축추진준비위원회 도시계획업체 선정 입찰공고,R26BK01305007001,공400002,변경공고,조070002,용역,입180001,직찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000013990,방배우성아파트 재건축 추진준비위원회,,UN00000570732,서인원,2026-02-13 19:00:00,,2026-01,2026-01
R26BK01313091,000,0,000,여의도 광장아파트 28재건축사업 전체회의대행 업체 선정 입찰 공고,R26BK01313091000,공400004,재공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000085309,한국자산신탁(주),,C107819767301,하헌수,2026-02-09 15:00:00,2026-02-09 16:58:00,524_2020_021559,524_2020_021559
R26BK01313002,000,1,000,2026년 상반기 축산농가 풀사료 공급업체 모집,R26BK01313002000,공400001,등록공고,조070001,물품,입180001,직찰,계030001,일반경쟁,낙030021,최저가낙찰제,IN0100000116196,전국한우협회 문경시지부,,CM054580G0001,김영준,2026-02-25 14:00:00,,한우협회문경시지부제2026-01호,한우협회문경시지부제2026-01호
R26BK01312905,000,1,000,"인수영농조합법인 친환경농산물 생산,유통인프라구축 물품구매 및 설치",R26BK01312905000,공400001,등록공고,조070001,물품,입180002,전자입찰,계030003,제한경쟁,낙030001,적격심사제,IN0100000117340,인수영농조합법인,,C415811865701,김인수,2026-02-10 18:00:00,,제2026-1호,제2026-1호
R26BK01312728,000,1,000,2026년 강남센터 MRI 입찰 재공고,R26BK01312728000,공400001,등록공고,조070001,물품,입180001,직찰,계030001,일반경쟁,낙030021,최저가낙찰제,IN0100000083764,(재)한국의학연구소,,UN00000158694,김은정,2026-02-10 10:00:00,,구매입찰2026-0003,구매입찰2026-0003
R26BK01312633,000,0,000,SIMTOS 2026 경비용역 업체 선정 재입찰공고,R26BK01312633000,공400001,등록공고,조070002,용역,입180001,직찰,계030003,제한경쟁,낙030021,최저가낙찰제,IN0100000083385,한국공작기계산업협회,,UN00000192564,최희정,2026-02-11 10:00:00,,운영지원팀-105호_재,운영지원팀-105호_재
