bid_pbanc_no,bid_pbanc_ord,bid_clsf_no,bid_prgrs_ord,bid_pbanc_nm,bid_pbanc_num,pbanc_stts_cd,pbanc_stts_cd_nm,prcm_bsne_se_cd,prcm_bsne_se_cd_nm,bid_mthd_cd,bid_mthd_cd_nm,std_ctrt_mthd_cd,std_ctrt_mthd_cd_nm,scsbd_mthd_cd,scsbd_mthd_cd_nm,pbanc_inst_unty_grp_no,pbanc_inst_unty_grp_no_nm,grp_nm,pic_id,pic_id_nm,bid_blff_id,bid_blff_id_nm,bsne_tlph_no,bsne_fax_no,bsne_eml,pbanc_pstg_dt,slpr_rcpt_bgng_dt,slpr_rcpt_ddln_dt,onbs_prnmnt_dt,bid_qlfc_reg_dt,onbs_plac_nm,zip,base_addr,dtl_addr,unty_addr,edoc_no,usr_doc_no_val,rbid_prms_yn,pbanc_pstg_yn,rgn_lmt_yn,lcns_lmt_yn,pnpr_use_yn,pnpr_rls_yn,unty_atch_file_no
R26BK01309953,001,0,000,HUG보증서 발급업무 선정,R26BK01309953001,공400002,변경공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000098910,서울서부중앙시장정비사업조합,서울서부중앙시장정비사업조합,UN00000575825,박준협,UN00000575825,박준협,01095456629,,pyjh629@naver.com,2026-02-06 14:44:54,2026-02-02 16:00:00,2026-02-10 10:00:00,2026-02-10 11:00:00,2026-02-09 18:00:00,조합 사무실,03712,서울특별시 서대문구 가재울미래로,17-0 (남가좌동) 공명빌딩 103호,서울특별시 서대문구 가재울미래로 17-0 (남가좌동) 공명빌딩 103호,2026-0202-06,2026-0202-06,True,True,False,False,False,False,af2133b2-cf9a-4d87-92a7-61f99b6c71af
R26BK01322496,000,0,000,범천4구역 석면해체ㆍ제거 감리 용역업체 선정 공고,R26BK01322496000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000105975,범천4구역주택재개발정비사업조합,범천4구역주택재개발정비사업조합,UN00000315108,김민재,UN00000315108,김민재,0516352238,0516352231,bc4445@naver.com,2026-02-06 14:44:02,2026-02-06 15:00:00,2026-02-24 14:00:00,2026-02-24 15:00:00,2026-02-23 18:00:00,범천4구역 조합사무실,47343,부산광역시 부산진구 신암로,"66-0 (범천동, 범천엘에이치아파트) 상가203호","부산광역시 부산진구 신암로 66-0 (범천동, 범천엘에이치아파트) 상가203호",범천4구역주택재개발정비사업조합공고제2026-02-06호,범천4구역주택재개발정비사업조합공고제2026-02-06호,True,True,False,False,False,False,b20b8da1-faf8-49ef-aed5-ac7d5964b634
R26BK01322471,000,0,000,하나금융그룹 유아 AI코딩 새싹교실 교구 및 커리큘럼  제안·공급 용역,R26BK01322471000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000088328,사단법인 사피엔스4.0,사단법인 사피엔스4.0,CM025528G0002,김태윤,CM025528G0002,김태윤,0260109901,07070056073,younny74@sapiens.or.kr,2026-02-06 14:41:42,2026-02-06 17:00:00,2026-02-19 18:00:00,2026-02-20 11:00:00,2026-02-19 18:00:00,사피엔스4.0 담당자 PC,04519,서울특별시 중구 세종대로21길,49-0 (태평로1가) 오양수산빌딩 본관 601호,서울특별시 중구 세종대로21길 49-0 (태평로1가) 오양수산빌딩 본관 601호,SA26_0001,SA26_0001,True,True,False,False,False,False,a40025e7-e2cf-45a1-bf8c-bf499876e7c2
R26BK01322474,000,0,000,범천4구역 석면 농도측정/비산측정 포함 용역업체 선정,R26BK01322474000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000105975,범천4구역주택재개발정비사업조합,범천4구역주택재개발정비사업조합,UN00000315108,김민재,UN00000315108,김민재,0516352238,0516352231,bc4445@naver.com,2026-02-06 14:40:19,2026-02-06 15:00:00,2026-02-24 14:00:00,2026-02-24 15:00:00,2026-02-23 18:00:00,범천4구역 조합사무실,47343,부산광역시 부산진구 신암로,"66-0 (범천동, 범천엘에이치아파트) 상가203호","부산광역시 부산진구 신암로 66-0 (범천동, 범천엘에이치아파트) 상가203호",범천4구역주택재개발정비사업조합공고제2026-02-05호,범천4구역주택재개발정비사업조합공고제2026-02-05호,True,True,False,False,False,False,a09ad9ea-70fe-4b28-898f-2ddabb9c19e7
R26BK01322460,000,0,000,범천4구역 건축물 해체계획서 작성 및 인ㆍ허가 용역업체 선정,R26BK01322460000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000105975,범천4구역주택재개발정비사업조합,범천4구역주택재개발정비사업조합,UN00000315108,김민재,UN00000315108,김민재,0516352238,0516352231,bc4445@naver.com,2026-02-06 14:35:17,2026-02-06 15:00:00,2026-02-24 14:00:00,2026-02-24 15:00:00,2026-02-23 18:00:00,범천4구역 조합사무실,47343,부산광역시 부산진구 신암로,"66-0 (범천동, 범천엘에이치아파트) 상가203호","부산광역시 부산진구 신암로 66-0 (범천동, 범천엘에이치아파트) 상가203호",범천4구역주택재개발정비사업조합공고제2026-02-04호,범천4구역주택재개발정비사업조합공고제2026-02-04호,True,True,False,False,False,False,7fcd16ea-3045-4cc5-9f50-ab96b87c3d2c
R26BK01322433,000,0,000,범천4구역 풍동실험 용역업체 선정,R26BK01322433000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000105975,범천4구역주택재개발정비사업조합,범천4구역주택재개발정비사업조합,UN00000315108,김민재,UN00000315108,김민재,0516352238,0516352231,bc4445@naver.com,2026-02-06 14:31:15,2026-02-06 15:00:00,2026-02-24 14:00:00,2026-02-24 15:00:00,2026-02-23 18:00:00,범천4구역 조합사무실,47343,부산광역시 부산진구 신암로,"66-0 (범천동, 범천엘에이치아파트) 상가203호","부산광역시 부산진구 신암로 66-0 (범천동, 범천엘에이치아파트) 상가203호",범천4구역주택재개발정비사업조합공고제2026-02-03호,범천4구역주택재개발정비사업조합공고제2026-02-03호,True,True,False,False,False,False,7d20accd-b62a-4055-915f-ac472cd591f0
R26BK01322403,000,0,000,범천4구역 국ㆍ공유지 매수대행 용역업체 선정 공고,R26BK01322403000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000105975,범천4구역주택재개발정비사업조합,범천4구역주택재개발정비사업조합,UN00000315108,김민재,UN00000315108,김민재,0516352238,0516352231,bc4445@naver.com,2026-02-06 14:27:50,2026-02-06 15:00:00,2026-02-24 14:00:00,2026-02-24 15:00:00,2026-02-23 18:00:00,범천4구역 조합사무실,47343,부산광역시 부산진구 신암로,"66-0 (범천동, 범천엘에이치아파트) 상가203호","부산광역시 부산진구 신암로 66-0 (범천동, 범천엘에이치아파트) 상가203호",범천4구역주택재개발정비사업조합공고제2026-02-01호,범천4구역주택재개발정비사업조합공고제2026-02-01호,True,True,False,False,False,False,83122c11-d89c-4aad-9e87-f9419972ed62
R26BK01322404,000,0,000,26년 국내 전시 용역 업체 선정의건,R26BK01322404000,공400001,등록공고,조070002,용역,입180001,직찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000086382,한국항공우주산업주식회사,한국항공우주산업주식회사,UN00000192397,김재호,UN00000192397,김재호,0558519328,,jackhawk@koreaaero.com,2026-02-06 14:27:06,,,2026-03-06 12:00:00,,힌국항공주산업 본사,52529,경상남도 사천시 사남면 공단1로,78 한국항공우주산업주식회사,경상남도 사천시 사남면 공단1로 78 한국항공우주산업주식회사,K-260206-0003,K-260206-0003,True,True,False,False,False,False,f3188d2b-6d1c-49c2-b11d-93974298c133
R26BK01322361,000,1,000,대구국가산단 A7-1BL 중 주방가구 제작 및 설치,R26BK01322361000,공400001,등록공고,조070001,물품,입180002,전자입찰,계030003,제한경쟁,낙030001,적격심사제,IN0000000001779,일성건설(주),일성건설(주),UN00000498941,문진영,UN00000498941,문진영,01026145170,027853474,moonjinyung@ilsungconst.co.kr,2026-02-06 14:23:32,2026-02-06 14:30:00,2026-02-13 14:30:00,2026-02-13 15:30:00,2026-02-12 18:00:00,일성건설(주) 조달팀 담당자 PC,16905,경기도 용인시 기흥구 용구대로2469번길,"10 (보정동, 죽전 일성트루엘)","경기도 용인시 기흥구 용구대로2469번길 10 (보정동, 죽전 일성트루엘)",ilsung-004,ilsung-004,True,True,False,True,False,False,b337c2c3-5d4e-4e94-96d4-96c298a865fd
R26BK01322382,000,1,000,대구연호 현장 내 고철 매각,R26BK01322382000,공400001,등록공고,조070001,물품,입180002,전자입찰,계030001,일반경쟁,낙030027,최고가,IN0100000119624,금광기업(주),금광기업(주),UN00000213212,최영우,UN00000213212,최영우,,,11212951@gumgwang.co.kr,2026-02-06 14:23:05,2026-02-09 09:00:00,2026-02-12 16:00:00,2026-02-12 17:00:00,2026-02-11 18:00:00,대구연호 현장 사무실,58123,전라남도 화순군 화순읍 충의로,85-1,전라남도 화순군 화순읍 충의로 85-1,26-002,26-002,True,True,False,False,False,False,865cf990-092b-48ce-b01f-9ed48d4a9386
R26BK01322084,001,0,000,범천4구역 국ㆍ공유지 매수대행 용역업체 선정 공고,R26BK01322084001,공400003,취소공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000105975,범천4구역주택재개발정비사업조합,범천4구역주택재개발정비사업조합,UN00000315108,김민재,UN00000315108,김민재,0516352238,0516352231,bc4445@naver.com,2026-02-06 14:21:21,2026-02-06 15:00:00,2026-02-24 14:00:00,2026-02-24 15:00:00,2026-02-23 18:00:00,범천4구역 조합사무실,47343,부산광역시 부산진구 신암로,"66-0 (범천동, 범천엘에이치아파트) 상가203호","부산광역시 부산진구 신암로 66-0 (범천동, 범천엘에이치아파트) 상가203호",범천4구역주택재개발정비사업조합공고제2026-02-01호,범천4구역주택재개발정비사업조합공고제2026-02-01호,True,True,False,False,False,False,
R26BK01322291,000,0,000,범천4구역 보상액 산정 감정평가법인 선정 공고,R26BK01322291000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000105975,범천4구역주택재개발정비사업조합,범천4구역주택재개발정비사업조합,UN00000315108,김민재,UN00000315108,김민재,0516352238,0516352231,bc4445@naver.com,2026-02-06 14:12:43,2026-02-06 15:00:00,2026-02-24 14:00:00,2026-02-24 15:00:00,2026-02-23 18:00:00,범천4구역 조합사무실,47343,부산광역시 부산진구 신암로,"66-0 (범천동, 범천엘에이치아파트) 상가203호","부산광역시 부산진구 신암로 66-0 (범천동, 범천엘에이치아파트) 상가203호",범천4구역주택재개발정비사업조합공고제2026-02-02호,범천4구역주택재개발정비사업조합공고제2026-02-02호,True,True,False,False,False,False,dfa5fee1-95cd-4b3f-86db-d585ad2843a3
R26BK01321933,001,0,000,26년 국내 전시 용역업체 선정의 건,R26BK01321933001,공400003,취소공고,조070002,용역,입180001,직찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000086382,한국항공우주산업주식회사,한국항공우주산업주식회사,UN00000192397,김재호,UN00000192397,김재호,0558519328,,jackhawk@koreaaero.com,2026-02-06 14:10:41,,,2026-03-06 12:00:00,,한국항공우주산업 본사,52529,경상남도 사천시 사남면 공단1로,78 한국항공우주산업주식회사,경상남도 사천시 사남면 공단1로 78 한국항공우주산업주식회사,K-260206-002,K-260206-002,False,True,False,False,False,True,
R26BK01322140,000,1,000,더샵 송파루미스타 아파트 상가 일괄매각 2차 입찰공고,R26BK01322140000,공400001,등록공고,조070001,물품,입180002,전자입찰,계030001,일반경쟁,낙030027,최고가,IN0100000100105,가락현대5차아파트소규모재건축정비사업조합,가락현대5차아파트소규모재건축정비사업조합,UN00000434204,조병철,UN00000434204,조병철,01020840963,024316363,grh5apt@naver.com,2026-02-06 13:52:13,2026-02-09 10:00:00,2026-02-23 16:00:00,2026-02-23 17:00:00,2026-02-23 16:00:00,"조합사무실(서울시 송파구 중대로 213, 신광빌딩 601호)",05818,서울특별시 송파구 중대로,218-0 (가락동) 신광빌딩 601호,서울특별시 송파구 중대로 218-0 (가락동) 신광빌딩 601호,가락현대5차아파트조합공고제2026-02-01호,가락현대5차아파트조합공고제2026-02-01호,False,True,False,False,True,True,6783a964-2004-4330-9c1c-6bf0c6122f69
R26BK01321896,000,0,000,쉐라톤 제주 호텔 그랜드 오프닝 세리머니 운영 대행 용역 입찰,R26BK01321896000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000090627,더케이제주호텔(주),더케이제주호텔(주),UN00000258297,김창진,UN00000258297,김창진,0647298275,0647298310,songwc26@hanmail.net,2026-02-06 13:16:39,2026-03-06 09:00:00,2026-03-10 14:00:00,2026-03-10 15:00:00,2026-03-09 17:00:00,담당자 PC,63165,제주특별자치도 제주시 탑동로,66-0 (삼도이동),제주특별자치도 제주시 탑동로 66-0 (삼도이동),판촉마케팅팀-16,판촉마케팅팀-16,True,True,False,False,False,False,832649cc-6c0c-4faa-a1b3-cbea71275ee1
R26BK01321910,000,0,000,정릉스카이연립 소규모재건축정비사업 도시계획업체 선정 입찰공고,R26BK01321910000,공400001,등록공고,조070002,용역,입180001,직찰,계030002,지명경쟁,낙030001,적격심사제,IN0100000116657,정릉스카이연립 소규모재건축정비사업조합,정릉스카이연립 소규모재건축정비사업조합,UN00000404106,이의랑,UN00000404106,이의랑,01037955410,,rang3795@naver.com,2026-02-06 13:07:26,,,2026-02-13 15:00:00,,서울 성북구 정릉로 15길10 1층(정릉동) 조합사무실,02708,서울특별시 성북구 정릉로15길,"10, 1층 (정릉동)","서울특별시 성북구 정릉로15길 10, 1층 (정릉동)",2026-4,2026-4,True,True,False,False,False,False,6adf1e1f-6090-4046-a1b5-80a79dc46b31
R26BK01321899,000,1,000,2026년 전국센터 일반촬영장치 입찰 공고,R26BK01321899000,공400001,등록공고,조070001,물품,입180001,직찰,계030001,일반경쟁,낙030021,최저가낙찰제,IN0100000083764,(재)한국의학연구소,(재)한국의학연구소,UN00000158694,김은정,UN00000158694,김은정,,,kmikej@kmi.or.kr,2026-02-06 12:54:38,,,2026-02-24 10:00:00,,서울특별시 중구 남대문로 117 동아빌딩 15층 KMI한국의학연구소,04522,서울특별시 중구 남대문로,"117 (다동) 동아빌딩 3, 12~15층","서울특별시 중구 남대문로 117 (다동) 동아빌딩 3, 12~15층",구매입찰2026-0005,구매입찰2026-0005,True,True,False,False,False,False,8b187c60-a88f-43c7-9d5f-28f5e5bcdec5
R26BK01321694,000,0,000,"호동구역재개발사업 전기,소방설계업체 선정 입찰공고",R26BK01321694000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000129866,호동구역 재개발정비사업조합,호동구역 재개발정비사업조합,UN00000271912,이병오,UN00000271912,이병오,0422868863,0422868864,robertten@naver.com,2026-02-06 11:09:32,2026-02-06 11:10:00,2026-02-13 14:00:00,2026-02-13 15:00:00,2026-02-12 18:00:00,호동구역재개발정비사업조합 사무실,35066,대전광역시 중구 모암로8번길,20 1층(호동),대전광역시 중구 모암로8번길 20 1층(호동),2026-05,2026-05,False,True,False,False,False,False,8155d665-1a6d-4bf6-8983-db8999c272a3
R26BK01321674,000,0,000,호동구역재개발사업 토목분야업체 선정 입찰공고,R26BK01321674000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000129866,호동구역 재개발정비사업조합,호동구역 재개발정비사업조합,UN00000271912,이병오,UN00000271912,이병오,0422868863,0422868864,robertten@naver.com,2026-02-06 11:06:06,2026-02-06 11:10:00,2026-02-13 14:00:00,2026-02-13 15:00:00,2026-02-12 18:00:00,호동구역재개발정비사업조합 사무실,35066,대전광역시 중구 모암로8번길,20 1층(호동),대전광역시 중구 모암로8번길 20 1층(호동),2026-04,2026-04,False,True,False,False,False,False,e80b4a88-eb8d-461f-9fbe-b8ca25456582
R26BK01321649,000,0,000,호동구역재개발사업 친환경 및 재해영향평가업체 선정 입찰공고,R26BK01321649000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000129866,호동구역 재개발정비사업조합,호동구역 재개발정비사업조합,UN00000271912,이병오,UN00000271912,이병오,0422868863,0422868864,robertten@naver.com,2026-02-06 11:01:26,2026-02-06 11:10:00,2026-02-13 14:00:00,2026-02-13 15:00:00,2026-02-12 18:00:00,호동구역재개발정비사업조합 사무실,35066,대전광역시 중구 모암로8번길,20 1층(호동),대전광역시 중구 모암로8번길 20 1층(호동),2026-03,2026-03,False,True,False,False,False,False,245e44ef-fbfd-4205-98f8-7ee6dbb02ad3
R26BK01321605,000,0,000,"호동구역재개발사업 교통영향평가, 정비기반시설설계업체 선정 입찰공고",R26BK01321605000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000129866,호동구역 재개발정비사업조합,호동구역 재개발정비사업조합,UN00000271912,이병오,UN00000271912,이병오,0422868863,0422868864,robertten@naver.com,2026-02-06 10:55:31,2026-02-06 11:00:00,2026-02-13 14:00:00,2026-02-13 15:00:00,2026-02-12 18:00:00,호동구역재개발정비사업조합 사무실,35066,대전광역시 중구 모암로8번길,20 1층(호동),대전광역시 중구 모암로8번길 20 1층(호동),2026-02,2026-02,False,True,False,False,False,False,45f3d91e-3033-4d54-b2cd-7124b3a9b439
R26BK01321351,000,0,000,옥외 야외수영장 리모델링 방수공사업자 선정공고,R26BK01321351000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030001,일반경쟁,낙030021,최저가낙찰제,IN0100000115713,더블루테라,더블루테라,UN00000407966,이혁,UN00000407966,이혁,01086738077,0336338447,lh2327@hanmail.net,2026-02-06 10:54:48,2026-02-13 09:00:00,2026-02-20 18:00:00,2026-02-20 19:00:00,2026-02-19 18:00:00,더블루테라 관리사무소,24888,강원도 속초시 동해대로,3920-0 (조양동) 더블루테라,강원도 속초시 동해대로 3920-0 (조양동) 더블루테라,2026-01,2026-01,True,True,False,False,False,False,f3572016-0423-4d81-ae8f-b23d486eeba7
R26BK01321426,000,0,000,호동구역 경관심의업체 선정 입찰공고,R26BK01321426000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000129866,호동구역 재개발정비사업조합,호동구역 재개발정비사업조합,UN00000271912,이병오,UN00000271912,이병오,0422868863,0422868864,robertten@naver.com,2026-02-06 10:50:27,2026-02-06 11:00:00,2026-02-13 14:00:00,2026-02-13 15:00:00,2026-02-12 18:00:00,호동구역재개발정비사업조합 사무실,35066,대전광역시 중구 모암로8번길,20 1층(호동),대전광역시 중구 모암로8번길 20 1층(호동),2026-01,2026-01,False,True,False,False,False,False,5b680782-57d7-4d47-ae7b-9fabaf57b361
R26BK01321578,000,1,000,"2026년 산은비즈「근무복시설, 미화, 경비, 콜센터」구매",R26BK01321578000,공400001,등록공고,조070001,물품,입180001,직찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000094691,산은비즈 주식회사,산은비즈 주식회사,CM032503G0001,조양호,CM032503G0001,조양호,0220706234,0220706240,jyh@kdbbiz.co.kr,2026-02-06 10:49:44,,,2026-02-27 14:00:00,,산은비즈 본사,07238,서울특별시 영등포구 국회대로,786-0 (여의도동) BNB타워 9층,서울특별시 영등포구 국회대로 786-0 (여의도동) BNB타워 9층,산은비즈2026-008,산은비즈2026-008,True,True,False,False,False,False,a22240be-3a41-4f7c-ac2f-7ab5863d3fa6
R26BK01321500,000,0,000,크로바·목련아파트 재건축정비사업 PM 및 도시계획 컨소시엄 협력업체 선정 입찰 공고,R26BK01321500000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014163,크로바·목련 아파트 재건축추진준비위원회,크로바·목련 아파트 재건축추진준비위원회,UN00000573979,최태석,UN00000573979,최태석,01037084263,01037084263,chl20005@naver.com,2026-02-06 10:33:31,2026-02-09 10:00:00,2026-02-12 11:00:00,2026-02-12 12:00:00,2026-02-11 18:00:00,추진준비위원회사무실(크로바 중앙상가 1층),35248,대전광역시 서구 둔산로,"155 (둔산동, 크로바아파트) 113동 1506호","대전광역시 서구 둔산로 155 (둔산동, 크로바아파트) 113동 1506호",2026-01,2026-01,False,True,False,False,False,False,7b2d9662-e110-43f1-a41c-177baada115d
R26BK01319937,000,0,000,도시계획 업체 선정 - 특별정비계획 변경,R26BK01319937000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014103,시범우성 재건축 추진준비위원회,시범우성 재건축 추진준비위원회,UN00000579460,신정완,UN00000579460,신정완,0107723180,0221126488,withmyjw@naver.com,2026-02-06 10:30:42,2026-02-06 12:00:00,2026-02-13 16:00:00,2026-02-13 17:00:00,2026-02-12 18:00:00,"경기도 성남시 분당구 서현동 92, 시범현대아파트 관리사무소",13589,경기도 성남시 분당구 중앙공원로,54 (서현동),경기도 성남시 분당구 중앙공원로 54 (서현동),분당THE시범주민대표단공고제2006-1호,분당THE시범주민대표단공고제2006-1호,True,True,False,False,False,False,d1d5a019-5173-468a-87c2-b5630837d44e
R26BK01321444,000,0,000,유해위험기계기구 자율안전검사 용역업체 선정,R26BK01321444000,공400001,등록공고,조070002,용역,입180001,직찰,계030003,제한경쟁,낙030021,최저가낙찰제,IN0100000086382,한국항공우주산업주식회사,한국항공우주산업주식회사,UN00000192397,김재호,UN00000192397,김재호,0558519328,,jackhawk@koreaaero.com,2026-02-06 10:20:45,,,2026-02-12 12:00:00,,한국항공우주산업 본사,52529,경상남도 사천시 사남면 공단1로,78 한국항공우주산업주식회사,경상남도 사천시 사남면 공단1로 78 한국항공우주산업주식회사,K-260206-0001,K-260206-0001,True,True,False,False,False,False,9456c57c-35a3-4a19-bbfc-6427995ad2e1
R26BK01313455,001,1,000,"슬러지자원화 2,3단계시설 여과집진시설 필터백 구매‧교체",R26BK01313455001,공400002,변경공고,조070001,물품,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,IN0100000096513,그린에너지개발주식회사,그린에너지개발주식회사,UN00000178872,이민우,UN00000178872,이민우,0325643400,0325463572,lmw@grenco.co.kr,2026-02-06 09:44:29,2026-02-03 18:00:00,2026-02-10 10:00:00,2026-02-10 11:00:00,2026-02-09 18:00:00,계약담당자 PC,22688,인천광역시 서구 거월로,61-0 (백석동),인천광역시 서구 거월로 61-0 (백석동),그린제2026-02호,그린제2026-02호,True,True,False,False,False,False,c4c92422-b934-4908-ad98-5335faf77fed
R26BK01321226,000,1,000,강동헤리티지자이 근린생활시설_지층 일괄매각_ 분양공고,R26BK01321226000,공400001,등록공고,조070001,물품,입180002,전자입찰,계030001,일반경쟁,낙030027,최고가,IN0100000088658,길동신동아1차2차아파트주택재건축정비사업조합,길동신동아1차2차아파트주택재건축정비사업조합,UN00000458657,김문정,UN00000458657,김문정,024725159,024708497,k0970@nate.com,2026-02-06 09:37:58,2026-02-24 09:00:00,2026-03-04 14:00:00,2026-03-04 15:00:00,2026-03-04 14:00:00,"서울시 강동구 천중로 250, 맘모스상가 2층2호",05345,서울특별시 강동구 천중로,250 (길동)  202호,서울특별시 강동구 천중로 250 (길동)  202호,길신제건축제2026-4,길신제건축제2026-4,True,True,False,False,False,False,89fc949c-0ed2-4f6a-a907-92c418fa013b
R26BK01321182,000,1,000,강동헤리티지자이 근린생활시설_지상_ 분양공고,R26BK01321182000,공400001,등록공고,조070001,물품,입180002,전자입찰,계030001,일반경쟁,낙030027,최고가,IN0100000088658,길동신동아1차2차아파트주택재건축정비사업조합,길동신동아1차2차아파트주택재건축정비사업조합,UN00000458657,김문정,UN00000458657,김문정,024725159,024708497,k0970@nate.com,2026-02-06 09:26:29,2026-02-24 09:00:00,2026-03-04 14:00:00,2026-03-04 15:00:00,2026-03-04 14:00:00,"서울시 강동구 천중로 250, 맘모스상가 2층2호",05345,서울특별시 강동구 천중로,250 (길동)  202호,서울특별시 강동구 천중로 250 (길동)  202호,길신제건축제2026-3,길신제건축제2026-3,True,True,False,False,False,False,7aa62afc-3376-4235-8bae-b2aaa5eaf58a
T26BK01320784,001,0,000,20260205_운영 확인 테스트,T26BK01320784001,공400002,변경공고,조070004,공사,입180002,전자입찰,계030002,지명경쟁,낙030021,최저가낙찰제,IN0100000091238,조달청비아파트2,조달청비아파트2,CM028636G0001,홍길동또변경,CM028636G0001,홍길동또변경,01000000000,00000000000,g2btest@g2b.go.kr,2026-02-05 19:32:46,2026-02-05 19:31:00,2026-02-05 19:50:00,2026-02-05 19:50:00,2026-02-04 18:00:00,20260205_운영 확인 테스트,35208,대전광역시 서구 청사로,189-0 (둔산동),대전광역시 서구 청사로 189-0 (둔산동),20260205_운영확인테스트,20260205_운영확인테스트,True,True,False,False,False,False,04e6a9e6-b6d3-45ee-aafb-1c4ae3a067ca
R26BK01320434,000,0,000,주월동 389-5번지 일원 정비사업전문관리업자 선정 재입찰 공고,R26BK01320434000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000125073,주월동389의5번지 일원 가로주택정비사업조합,주월동389의5번지 일원 가로주택정비사업조합,UN00000570676,박정희,UN00000570676,박정희,0626517704,0626517705,momo2117@daum.net,2026-02-05 17:46:53,2026-02-05 18:00:00,2026-02-12 14:00:00,2026-02-12 15:00:00,2026-02-11 18:00:00,"조합사무실(광주광역시 남구 주월동 1194-2, 3층)",61718,광주광역시 남구 회재로1224번길,20-0 (주월동),광주광역시 남구 회재로1224번길 20-0 (주월동),주월동389-5번지일원가로주택정비사업조합공고제2026-02호,주월동389-5번지일원가로주택정비사업조합공고제2026-02호,True,True,False,True,False,False,ba67cd3d-c697-4915-8bf2-f8257c3c73fa
R26BK01320582,000,0,000,빈용기 반환수집소 운영 및 관리_전주시,R26BK01320582000,공400001,등록공고,조070002,용역,입180001,직찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000107296,자원순환보증금관리센터,자원순환보증금관리센터,UN00000204162,조인회,UN00000204162,조인회,0220717143,0220717190,jo@cosmo.or.kr,2026-02-05 17:45:18,,,2026-02-19 14:00:00,,자원순환보증금관리센터,03149,서울특별시 종로구 인사동7길,12-0 (관훈동) 백상빌딩 10층,서울특별시 종로구 인사동7길 12-0 (관훈동) 백상빌딩 10층,경영팀-811,경영팀-811,False,True,False,False,False,False,6e769edc-e66a-4e67-a491-5de5f8ae5732
R26BK01320275,000,0,000,감만1구역 재개발정비사업조합 정비기반시설 토목/조경 설계 업체 선정을 위한 입찰공고,R26BK01320275000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000103452,감만1구역주택재개발정비사업조합,감만1구역주택재개발정비사업조합,UN00000446635,이재혁,UN00000446635,이재혁,0519270090,0519270091,sindo1133@naver.com,2026-02-05 16:41:36,2026-02-13 13:00:00,2026-02-23 15:00:00,2026-02-23 16:00:00,2026-02-22 18:00:00,"부산광역시 남구 우암로 134, 3층(감만동)(조합사무실)",48489,부산광역시 남구 우암로,134 3층(감만동),부산광역시 남구 우암로 134 3층(감만동),감만1재개발사업조합공고제2026-5호,감만1재개발사업조합공고제2026-5호,False,True,False,False,False,False,2a1ffad4-40c7-4675-831c-c227ada1fa63
